customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID2222,Female,0,No,No,17,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),73.48709981497427,1138.8913225333827,No
ID2223,Male,0,Yes,Yes,60,No,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),111.42287961685517,6677.384308329468,No
ID2224,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,25.585593210950435,23.218352924515308,Yes
ID2225,Male,0,Yes,Yes,0,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),70.94709483290578,63.942515216230554,Yes
ID2226,Male,0,Yes,No,49,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.184600359854365,1087.9777701633302,No
ID2227,Male,0,No,No,69,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,No,One year,No,Credit card (automatic),73.54403735515908,5186.607685894003,Yes
ID2228,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,78.69302797552331,1587.929006908626,No
ID2229,Female,1,Yes,No,19,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.74959084577083,1809.2426500105266,Yes
ID2230,Female,0,Yes,No,45,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,Yes,Two year,No,Electronic check,97.8181016419093,4493.744532728901,No
ID2231,Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),19.009323844766875,634.8449528938556,No
ID2232,Female,1,No,Yes,25,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,25.119048289298057,667.7373343117087,No
ID2233,Male,0,No,Yes,31,Yes,No,No,No,Yes,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),86.4537374644825,2712.421047279496,Yes
ID2234,Male,0,Yes,Yes,9,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.286741096558245,340.8143080059249,No
ID2235,Female,0,Yes,Yes,11,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),70.81321445696881,830.6424154777109,No
ID2236,Male,0,No,Yes,23,Yes,Yes,No,No,No,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),41.17181562195593,921.7104438776202,Yes
ID2237,Male,0,No,No,50,Yes,No phone service,No,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,101.4592454635373,5002.323650131351,Yes
ID2238,Female,0,Yes,Yes,37,No,Yes,No,No,No,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),86.09057678867349,3269.661410424824,No
ID2239,Male,0,Yes,Yes,45,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),61.55383973834272,2841.097796117722,Yes
ID2240,Male,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),40.4642035335534,264.1563819021961,No
ID2241,Male,1,Yes,Yes,54,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,83.93651952509722,4532.240388366308,No
ID2242,Male,1,No,Yes,30,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,53.128341747948745,1610.3290330150385,No
ID2243,Female,0,No,Yes,15,Yes,No phone service,No,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),76.911106539259,1309.2013445906375,No
ID2244,Female,0,No,Yes,19,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),84.81035071832402,1496.9005916829274,No
ID2245,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.766709126631618,1204.708869467765,Yes
ID2246,Male,1,Yes,Yes,14,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),22.925978722247727,344.7054508318855,No
ID2247,Male,0,Yes,No,33,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),67.3319720503798,2315.8083025831415,No
ID2248,Female,0,No,Yes,71,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,One year,Yes,Mailed check,33.82996834512004,2361.537257696657,No
ID2249,Male,0,No,Yes,18,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),26.96701139414684,459.9491489047417,No
ID2250,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),26.904827502272163,1918.3149528945748,No
ID2251,Male,0,Yes,No,62,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),88.2100387112498,5391.521601833166,Yes
ID2252,Male,0,Yes,Yes,31,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,108.52667923070484,3461.6580931127305,Yes
ID2253,Female,0,No,Yes,36,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,111.18395552132388,3941.9895001600744,No
ID2254,Female,0,Yes,Yes,65,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),111.59129998987288,7192.545083947315,Yes
ID2255,Female,0,No,No,6,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),85.09953958934364,547.5700779542859,Yes
ID2256,Male,0,No,Yes,47,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,110.58659017376316,5181.456605973609,Yes
ID2257,Female,1,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.184610939609154,336.7184887441064,Yes
ID2258,Female,1,No,No,30,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,78.15094399367352,2412.983726676152,No
ID2259,Male,1,Yes,No,43,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),93.9997964426962,4163.370365520529,No
ID2260,Male,1,Yes,No,44,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,One year,No,Electronic check,112.3063993860934,4854.7496607618195,Yes
ID2261,Female,0,Yes,No,71,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Two year,No,Bank transfer (automatic),50.83615767905956,3602.684720351352,Yes
ID2262,Female,0,Yes,Yes,55,Yes,No phone service,No,No internet service,No internet service,No,No,Yes,Yes,One year,Yes,Mailed check,76.47749177503641,4213.8025481509885,No
ID2263,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),58.35553674128006,1906.4885799002504,Yes
ID2264,Female,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),71.82688251570282,1430.4953707880015,Yes
ID2265,Male,0,No,No,30,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No internet service,Two year,Yes,Mailed check,68.35669442259251,1949.8897774500442,No
ID2266,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),102.96894072250497,0.0,Yes
ID2267,Female,0,Yes,No,10,Yes,Yes,No,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),100.40668401460276,922.2636970399269,Yes
ID2268,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),57.491211023066406,3817.4877461639544,No
ID2269,Female,0,No,No,35,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No,One year,No,Electronic check,46.100956704197515,1558.2862562210441,No
ID2270,Male,0,Yes,No,58,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.08797460834681,5921.212624135218,Yes
ID2271,Male,0,No,Yes,66,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,113.4658041973483,7556.154917427516,No
ID2272,Male,0,Yes,Yes,55,Yes,Yes,No,No,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,19.86176138078188,966.3516152476893,No
ID2273,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),68.1004215859595,3469.5102664135366,Yes
ID2274,Female,0,Yes,Yes,28,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,No internet service,One year,No,Electronic check,95.15172275823676,2805.841137623724,No
ID2275,Male,1,No,No,1,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),116.59712158572887,183.95660181598504,No
ID2276,Female,0,No,No,5,Yes,Yes,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),71.05211011203453,332.8774852955721,Yes
ID2277,Female,0,Yes,No,30,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),89.90083450495561,2769.566238754817,No
ID2278,Male,0,Yes,No,53,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),111.33490645538973,5782.691957655074,No
ID2279,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Two year,Yes,Mailed check,55.52205017737994,2139.3818832157567,No
ID2280,Female,0,No,No,16,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.48205695581231,1638.1674403576549,Yes
ID2281,Male,0,No,No,4,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,44.61524666028508,196.80249165656417,Yes
ID2282,Female,0,Yes,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,90.54580899424693,44.96062992124888,Yes
ID2283,Female,0,No,No,57,Yes,No,No,Yes,Yes,No,No,No internet service,Yes,Two year,No,Credit card (automatic),113.59109030329476,6372.765147122985,No
ID2284,Female,0,No,Yes,11,Yes,No,No,No,No,No,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),82.83041686662241,838.0034068642086,Yes
ID2285,Female,0,No,No,4,No,No phone service,No,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),55.62071246487878,117.08138789132684,Yes
ID2286,Male,0,No,Yes,59,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,25.794085483574833,1403.5860199445162,Yes
ID2287,Male,0,Yes,Yes,40,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),38.06707408306967,1527.2681753782767,Yes
ID2288,Male,0,Yes,Yes,19,Yes,No,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),90.92551790770388,1806.1479838104403,No
ID2289,Male,1,No,Yes,71,Yes,No,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),116.96766277697215,8359.190378466521,Yes
ID2290,Female,0,No,No,0,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),102.97501776457433,0.0,Yes
ID2291,Female,0,No,Yes,55,Yes,Yes,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,97.14805139024116,5263.885964129019,No
ID2292,Male,0,Yes,Yes,69,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),19.87298152519957,1271.562371886481,No
ID2293,Female,0,Yes,No,55,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,91.36913695165447,4879.683969222314,No
ID2294,Female,0,No,Yes,53,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,100.75616668731931,5120.792123760958,Yes
ID2295,Female,0,No,No,10,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),50.499671933603224,340.92202220134004,Yes
ID2296,Male,0,No,No,2,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.97034593195698,263.07225585846237,Yes
ID2297,Male,0,No,No,27,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,21.586255225707458,557.984470329608,No
ID2298,Male,0,Yes,No,4,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,One year,No,Mailed check,57.10799162715192,244.73279564310798,No
ID2299,Female,0,Yes,Yes,15,Yes,Yes,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,39.26321367368037,599.6830367133103,Yes
ID2300,Male,0,Yes,No,30,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),115.25403667479227,3660.9532091074757,Yes
ID2301,Male,0,Yes,Yes,27,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,Two year,No,Electronic check,85.2075529878725,2330.7745418323666,Yes
ID2302,Male,1,Yes,Yes,6,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),59.67222571199135,412.5252468361271,No
ID2303,Male,0,Yes,No,8,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,Yes,One year,No,Electronic check,115.26060815617586,1068.8574602460155,Yes
ID2304,Male,0,No,Yes,38,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),24.150056268438064,948.6019798399865,No
ID2305,Male,0,No,No,42,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,39.9479767290658,1863.0958873393292,Yes
ID2306,Female,0,Yes,Yes,26,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,60.256075824921446,1589.4942499531094,Yes
ID2307,Female,0,Yes,Yes,32,Yes,No,No,No,Yes,No,No,No,No internet service,One year,Yes,Electronic check,30.428426914548183,968.954189635033,Yes
ID2308,Male,0,Yes,Yes,55,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),117.6942423405634,6597.748933493852,No
ID2309,Male,0,No,Yes,1,No,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),75.34098628152793,67.06101043531352,Yes
ID2310,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,34.21417051808133,290.9040590144942,Yes
ID2311,Female,1,No,No,12,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,42.84944465975964,580.4605061296315,Yes
ID2312,Male,0,No,Yes,23,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),57.62198365282185,1199.2502427479171,Yes
ID2313,Male,0,Yes,Yes,68,Yes,No phone service,No,No,Yes,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),90.6374988770338,6063.135237129088,Yes
ID2314,Male,1,No,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,48.41072755166224,1673.2997398989417,Yes
ID2315,Male,0,Yes,Yes,18,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,Yes,One year,Yes,Credit card (automatic),47.78946954511744,988.4829240832179,No
ID2316,Female,0,No,No,29,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),80.58925585912372,2251.3710746209817,Yes
ID2317,Male,0,No,Yes,48,Yes,No,No,Yes,Yes,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),22.581377986328516,1121.3071781688836,No
ID2318,Male,1,No,Yes,42,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,89.19691223912376,3743.532664756912,No
ID2319,Male,0,No,Yes,15,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),72.76698056040618,925.9422566140304,No
ID2320,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),61.399178696311346,3110.2123614252137,No
ID2321,Female,0,Yes,Yes,48,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),57.29793411887103,2854.8292574916086,Yes
ID2322,Female,0,Yes,No,10,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),40.10760341876416,371.8905838360341,Yes
ID2323,Female,0,Yes,No,46,Yes,No,No,No,No internet service,No internet service,Yes,No,No,One year,Yes,Mailed check,42.029798403239134,1828.5001388145245,No
ID2324,Male,0,Yes,Yes,34,Yes,Yes,No,Yes,No,No internet service,No,Yes,No,One year,No,Mailed check,67.98484919634195,2453.193843227071,Yes
ID2325,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,37.82525457062948,2495.5772512930903,No
ID2326,Female,0,Yes,Yes,28,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),74.76923338403057,1971.6076327627934,No
ID2327,Male,0,No,No,53,Yes,No phone service,No,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),82.96945579944902,4425.001837333311,Yes
ID2328,Male,1,Yes,No,22,No,No phone service,No,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),63.78464414809705,1445.1888168457122,No
ID2329,Female,1,No,Yes,23,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No,One year,No,Credit card (automatic),28.6972661897088,592.9715809313807,No
ID2330,Female,0,Yes,No,9,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),111.75749143902635,865.3422879455425,No
ID2331,Female,0,No,Yes,60,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,101.3248475153189,6165.775488339033,No
ID2332,Female,0,Yes,Yes,7,Yes,No phone service,No,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,113.35374541486289,699.4008977201975,Yes
ID2333,Male,0,No,Yes,47,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No,One year,Yes,Credit card (automatic),54.82245752811776,2451.9851498288854,No
ID2334,Male,0,Yes,Yes,28,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),21.218641804962243,495.94930278655613,No
ID2335,Female,0,Yes,Yes,25,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.634453082742986,1536.0959135310172,Yes
ID2336,Male,1,Yes,Yes,36,No,Yes,No,No internet service,No,No,No internet service,Yes,No,One year,No,Electronic check,64.50661509654961,2299.8867072420708,Yes
ID2337,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Credit card (automatic),88.65250177619727,4455.560388142889,No
ID2338,Female,0,No,No,37,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.4704589358075,3366.8571558613326,Yes
ID2339,Male,0,Yes,No,5,No,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,60.47646611505292,376.55973837958845,No
ID2340,Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,One year,No,Credit card (automatic),115.72128532405125,865.2604355227629,No
ID2341,Male,0,No,Yes,16,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),29.225972037966503,612.1598450912797,No
ID2342,Male,0,Yes,Yes,61,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,108.24400000729575,6570.286324985187,No
ID2343,Male,0,No,No,33,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.99089832793992,3210.531254881292,Yes
ID2344,Male,1,No,Yes,18,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),71.31778922791933,1334.5884947253076,Yes
ID2345,Female,0,Yes,No,69,No,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,94.25688765739349,6452.35517227483,Yes
ID2346,Male,1,Yes,Yes,36,Yes,No phone service,No,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),93.41685977389363,3506.8952875292202,Yes
ID2347,Female,0,No,No,37,No,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Two year,Yes,Credit card (automatic),34.67238549876936,1507.2923973429688,No
ID2348,Female,0,Yes,Yes,14,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,Yes,One year,No,Mailed check,71.24703310736508,985.815374790116,No
ID2349,Female,0,No,Yes,39,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),65.09300647238422,2525.009725221854,Yes
ID2350,Female,0,Yes,No,8,No,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,67.41474790205399,604.8008004875446,No
ID2351,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.82792639965858,1734.681574351168,No
ID2352,Male,0,No,No,69,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),56.498669278009736,3971.0450242345355,No
ID2353,Female,0,Yes,Yes,65,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),69.8793679006763,4712.22034931532,Yes
ID2354,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),86.42526612556786,4479.376184000968,No
ID2355,Male,0,Yes,No,0,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,60.31637594834932,0.0,No
ID2356,Female,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),82.68924560824183,2441.370234090046,No
ID2357,Male,0,Yes,Yes,0,Yes,No phone service,No,No internet service,No,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),79.75434175217269,23.25014994799122,No
ID2358,Female,0,No,No,38,Yes,No,DSL,No internet service,Yes,No,Yes,No,No,One year,Yes,Electronic check,99.29706586150722,3643.901990973327,No
ID2359,Male,0,Yes,Yes,15,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),59.48754642782849,975.8981602966188,No
ID2360,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),105.26682972176553,1636.1598725159236,No
ID2361,Female,0,Yes,No,21,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),20.628227666718587,587.248970269723,Yes
ID2362,Male,0,Yes,No,30,Yes,No,No,No,No internet service,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),108.07776701420326,3381.1188031945553,Yes
ID2363,Female,0,No,Yes,39,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,113.12911633040973,4554.173932106516,No
ID2364,Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,59.24933987020907,1575.3061055659955,No
ID2365,Male,0,No,No,35,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),112.93261419348741,4028.928712998122,No
ID2366,Female,1,Yes,Yes,3,No,No,No,No,No,No,No internet service,Yes,No,Two year,No,Mailed check,104.44672763386946,408.57180863069425,Yes
ID2367,Male,1,No,No,68,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,23.704098449460638,1780.3711432640062,No
ID2368,Male,0,Yes,No,24,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.14179313731623,1965.4616365197926,No
ID2369,Female,0,No,No,29,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,109.76613131902084,3123.055248828814,Yes
ID2370,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),38.6075630382304,1612.9943401433586,Yes
ID2371,Female,0,No,No,11,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),110.06379183149407,1184.2090873485674,No
ID2372,Female,0,No,Yes,26,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,38.69269802439013,1010.440414950145,No
ID2373,Female,0,Yes,Yes,44,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),81.12767422057357,3442.952444031718,No
ID2374,Female,0,No,No,62,No,No,No,No internet service,Yes,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),56.06093897211409,3518.176454862283,No
ID2375,Female,0,No,No,54,Yes,Yes,No,No internet service,No,No internet service,No,Yes,Yes,One year,No,Electronic check,72.80827567356982,4037.6288951819324,No
ID2376,Male,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,Yes,No internet service,No internet service,Two year,No,Electronic check,46.14569336779186,1258.96281349367,No
ID2377,Female,0,Yes,No,13,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),58.74252009217013,806.6866326556478,Yes
ID2378,Male,1,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,68.34484891252403,3736.095840603322,No
ID2379,Female,0,Yes,Yes,18,Yes,No phone service,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),68.18910325021659,1244.8967947635967,No
